date,ticker,current_price,avg_target,max_target,min_target,pe_ttm,pe_fwd
2026-08-08,A,145.97,159.333333,185.0,135.0,29.317720781698767,24.097622693664192
2026-08-08,AAPL,313.33,328.013659,400.0,240.0,35.918746345992915,35.58748771508748
2026-08-08,ABBV,246.04,276.0,300.0,218.0,69.56570911558471,17.522728839545817
2026-08-08,ABNB,178.07,172.472222,210.0,115.0,40.47505398340721,33.95911137623556
2026-08-08,ABT,107.81,118.913043,135.0,103.0,34.84711358200272,19.548124814260177
2026-08-08,ACGL,98.48,111.425,134.0,95.0,7.695373242793402,10.496417223631562
2026-08-08,ACN,175.72,175.409091,275.0,130.0,14.033126227858613,12.677376495861166
2026-08-08,ADBE,265.21,252.862069,380.0,190.0,15.16881245031143,10.868162116375922
2026-08-08,ADI,389.93,462.571429,550.0,365.0,57.94596683112406,31.426045149925518
2026-08-08,ADM,76.59,82.444444,95.0,77.0,,14.800789375433355
2026-08-08,ADP,271.32,288.357143,322.0,225.0,24.794158769613173,22.136099317755825
2026-08-08,ADSK,249.08,314.103448,375.0,235.0,36.39498524211695,19.788867371766226
2026-08-08,AEE,108.84,122.4,137.0,113.0,19.158936084071186,20.216084008564906
2026-08-08,AEP,125.73,144.65,173.0,129.0,,19.74716467278887
2026-08-08,AES,14.73,15.0,15.0,15.0,5.504895732117498,6.387426699617057
2026-08-08,AFL,124.61,118.071429,137.0,99.0,13.356557157403934,17.739388860187677
2026-08-08,AIG,78.78,88.8,102.0,80.0,14.42408041452295,9.822292314561219
2026-08-08,AIZ,289.55,309.5,355.0,274.0,13.740526842787114,13.415764336241914
2026-08-08,AJG,248.12,293.888889,388.0,265.0,41.05364174856878,18.720958351300155
2026-08-08,AKAM,110.54,161.380952,195.0,93.0,39.827058187713924,16.434195794100667
2026-08-08,ALAB,334.17,391.013823,500.0,177.290273,164.53471196454947,85.68092451402094
2026-08-08,ALB,131.11,179.222222,225.0,155.0,,10.79720354816318
2026-08-08,ALGN,173.66,209.571429,240.0,170.0,30.125769797900944,15.379719936061601
2026-08-08,ALL,267.0,269.363636,334.0,211.0,5.332044589472507,8.062137520861913
2026-08-08,ALLE,168.94,175.1,200.0,160.0,22.163332240078716,18.874199893797712
2026-08-08,ALNY,219.2,379.095652,536.0,230.0,37.00889766837191,32.421675842701035
2026-08-08,AMAT,539.14,641.575758,900.0,425.0,50.65676970778915,43.78976300376624
2026-08-08,AMCR,47.86,49.025621,57.62,41.9949,32.981875818344704,12.022971764103566
2026-08-08,AMD,483.36,599.788,1250.0,320.0,124.04978827152573,63.494282020435975
2026-08-08,AME,253.66,280.764706,316.0,245.0,37.07720641973865,30.554712702465928
2026-08-08,AMGN,410.945,380.333333,452.0,230.0,25.527705305006833,17.928255479462006
2026-08-08,AMP,551.98,577.3,645.0,489.0,13.314968303437896,11.898882307404492
2026-08-08,AMT,172.54,216.47619,260.0,188.0,23.72368656244414,25.05196896947606
2026-08-08,AMZN,274.48,328.79746,400.0,230.0,22.07744156491804,22.21822885552809
2026-08-08,ANET,188.67,241.124232,289.0,182.0,59.48357399583832,46.53809552704449
2026-08-08,AON,358.3,404.631579,445.0,339.0,19.75617690683223,18.77637365182703
2026-08-08,AOS,63.98,69.7,84.0,59.0,17.83712955476874,17.133192225954616
2026-08-08,APA,37.63,42.68,62.0,31.0,7.957957957957959,6.630410555092052
