date,ticker,current_price,avg_target,max_target,min_target,pe_ttm,pe_fwd,analysts,rating
2026-09-02,A,149.93,176.166667,190.0,155.0,29.51900927329645,24.17287353119523,25.0,1.4
2026-09-02,AAPL,325.13,333.185,400.0,245.0,37.27144543922598,36.81471057543409,46.0,1.554348
2026-09-02,ABBV,259.99,278.923077,303.0,230.0,73.50995249943452,18.530153104151662,32.0,1.3125
2026-09-02,ABNB,182.545,180.837838,220.0,125.0,41.49221502443459,34.563974547493956,47.0,1.574468
2026-09-02,ABT,108.93,120.75,135.0,103.0,35.20912793328593,19.74461599866738,28.0,1.285714
2026-09-02,ACGL,98.61,111.525,134.0,95.0,7.70553163557938,10.499682006892673,23.0,1.565217
2026-09-02,ACN,188.09,181.181818,275.0,130.0,15.021003370122505,13.570162697658015,29.0,1.534483
2026-09-02,ADBE,286.08,258.310345,380.0,190.0,16.3624820549191,11.714313734201614,40.0,1.825
2026-09-02,ADI,354.52,477.607143,675.0,405.0,42.070536858594004,27.549994785612515,35.0,1.242857
2026-09-02,ADM,84.55,83.777778,95.0,77.0,23.144092850104016,15.943862518081811,13.0,1.961538
2026-09-02,ADP,283.49,289.357143,322.0,225.0,25.906295406153763,23.127433717985628,20.0,1.9
2026-09-02,ADSK,247.69,315.933333,375.0,265.0,32.085028109536516,19.702595724912975,37.0,1.216216
2026-09-02,AEE,106.09,121.285714,136.0,113.0,18.674857857029696,19.68370992568096,19.0,1.447368
2026-09-02,AEP,122.96,142.555556,153.0,129.0,21.308009565729733,19.278208569019466,25.0,1.54
2026-09-02,AES,14.77,15.0,15.0,15.0,5.519844532476268,6.45295177762001,8.0,2.0
2026-09-02,AFL,116.02,118.533333,138.0,99.0,12.433422995724067,16.550113091963965,18.0,2.138889
2026-09-02,AIG,75.88,88.7,101.0,81.0,13.901509599882749,9.439104713108687,27.0,1.685185
2026-09-02,AIZ,280.78,330.0,355.0,320.0,13.324348564730668,12.70088550656983,10.0,1.3
