date,ticker,current_price,avg_target,max_target,min_target,pe_ttm,pe_fwd
2026-08-12,A,148.24,160.166667,185.0,135.0,29.77364478097572,24.472368213391654
2026-08-12,AAPL,302.25,330.45027,400.0,245.0,34.64858482455034,34.272266824989984
2026-08-12,ABBV,248.76,277.68,300.0,230.0,70.33476589007012,17.724384537918397
2026-08-12,ABNB,180.095,174.416667,210.0,125.0,40.93533356063189,34.221313344440524
2026-08-12,ABT,110.91,118.913043,135.0,103.0,35.84911759001875,20.11004953081084
2026-08-12,ACGL,97.29,111.525,134.0,95.0,7.602384878060216,10.354721312291968
2026-08-12,ACN,180.14,175.409091,275.0,130.0,14.386110623073359,12.996333842008905
2026-08-12,ADBE,258.75,252.862069,380.0,190.0,14.799329669009776,10.603434816229669
2026-08-12,ADI,384.43,462.571429,550.0,365.0,57.12863341853416,30.982777772897357
2026-08-12,ADM,79.73,82.444444,95.0,77.0,21.824701631446406,15.407585022892041
2026-08-12,ADP,269.33,288.357143,322.0,225.0,24.612305695930694,21.972241373388677
2026-08-12,ADSK,249.51,312.966667,375.0,245.0,36.45781583330898,19.826322022982513
2026-08-12,AEE,108.82,122.4,137.0,113.0,19.155415515147247,20.21236918239648
2026-08-12,AEP,124.65,144.65,173.0,129.0,21.600873392714796,19.5775397793934
2026-08-12,AES,14.71,15.0,15.0,15.0,5.497421331938112,6.378754022496057
2026-08-12,AFL,120.73,119.214286,138.0,99.0,12.93817581687439,17.18925680704109
2026-08-12,AIG,76.14,88.8,101.0,81.0,13.949142605891836,9.47371721588678
2026-08-12,AIZ,281.12,309.5,355.0,274.0,13.340483184404466,13.025175859797363
2026-08-12,AJG,255.46,293.888889,388.0,265.0,42.26810946755353,19.27477035476035
2026-08-12,AKAM,122.78,157.428571,195.0,93.0,44.29133148154828,18.288452297645083
2026-08-12,ALAB,318.8,399.948186,500.0,225.0,156.9670113244707,80.69317155550516
2026-08-12,ALB,128.34,177.111111,225.0,155.0,,10.926653243757595
2026-08-12,ALGN,174.015,209.571429,240.0,170.0,30.187353629976577,15.41115953399608
2026-08-12,ALL,255.84,274.363636,334.0,211.0,5.1091771077552295,7.424237820763334
2026-08-12,ALLE,166.11,175.1,200.0,160.0,21.792062971466056,18.55802855663986
2026-08-12,ALNY,223.95,377.841667,536.0,230.0,37.81086967532796,33.28712722356374
2026-08-12,AMAT,548.15,646.121212,900.0,425.0,51.503335525697636,44.4045345037369
2026-08-12,AMCR,46.56,48.947009,56.88639,40.974103,19.588539694560144,
