date,ticker,current_price,avg_target,max_target,min_target,pe_ttm,pe_fwd,analysts,rating
2026-08-17,A,148.45,160.166667,185.0,135.0,29.81582277209825,24.507036301119744,24.0,1.375
2026-08-17,AAPL,305.59,334.234054,400.0,245.0,35.03146744924512,34.58877960318036,47.0,1.521277
2026-08-17,ABBV,250.33,278.730769,300.0,230.0,70.77866998416648,17.837103840902127,32.0,1.296875
2026-08-17,ABNB,179.29,175.527778,215.0,125.0,40.75235822252529,33.97064530015582,46.0,1.586957
2026-08-17,ABT,110.37,119.916667,135.0,103.0,35.674574956364346,20.009235031553025,27.0,1.259259
2026-08-17,ACGL,97.81,111.525,134.0,95.0,7.6430184492041295,10.410881217603704,23.0,1.565217
2026-08-17,ACN,169.98,175.409091,275.0,130.0,13.57472567841684,12.263333110162506,28.0,1.5
2026-08-17,ADBE,254.04,252.862069,380.0,190.0,14.529938972426061,10.410421567980618,39.0,1.820513
2026-08-17,ADI,390.28,462.571429,550.0,365.0,57.99797895737978,31.454253073918217,34.0,1.264706
2026-08-17,ADM,81.29,82.777778,95.0,77.0,22.25172451549327,15.533754242211147,13.0,2.038462
2026-08-17,ADP,266.06,288.642857,322.0,225.0,24.313481800985116,21.705471131339962,21.0,1.880952
2026-08-17,ADSK,241.64,312.966667,375.0,245.0,35.307869896840934,19.20818005832565,37.0,1.216216
2026-08-17,AEE,109.47,121.857143,137.0,113.0,19.269834005175234,20.308039586856523,19.0,1.473684
2026-08-17,AEP,126.53,144.789474,173.0,129.0,21.926662738710014,19.839437439917614,25.0,1.52
2026-08-17,AES,14.76,15.0,15.0,15.0,5.516107332386576,6.448582819070504,8.0,2.0
2026-08-17,AFL,120.98,119.230769,138.0,99.0,12.964967367890862,17.227730865192935,16.0,2.125
2026-08-17,AIG,75.81,88.7,101.0,81.0,13.88868532903415,9.436690215032307,27.0,1.685185
2026-08-17,AIZ,281.11,319.0,355.0,274.0,13.340008636767001,12.964313204082208,10.0,1.3
2026-08-17,AJG,247.97,293.888889,388.0,265.0,41.02882292597373,18.7231529979923,27.0,1.351852
2026-08-17,AKAM,122.97,158.666667,195.0,93.0,44.35987157750442,18.317217201054138,27.0,1.555556
2026-08-17,ALAB,320.17,413.445595,500.0,280.0,157.6415558838011,81.03993957630517,24.0,1.395833
