date,ticker,current_price,avg_target,max_target,min_target,pe_ttm,pe_fwd,analysts,rating
2026-09-19,A,156.47,175.578947,190.0,155.0,30.806638971471322,25.2281489194397,26.0,1.403846
2026-09-19,AAPL,336.13,337.675465,405.0,245.0,38.5324361193585,38.04938734181227,46.0,1.565217
2026-09-19,ABBV,263.96,279.730769,315.0,230.0,74.63243610042976,18.787425293542842,32.0,1.3125
2026-09-19,ABNB,166.22,185.578947,220.0,135.0,37.781566087055346,31.231416302077804,47.0,1.542553
2026-09-19,ABT,102.61,120.75,135.0,103.0,33.166332665330664,18.598866087257882,29.0,1.275862
2026-09-19,ACGL,96.89,111.325,134.0,95.0,7.57112828487259,10.317899719045155,23.0,1.565217
2026-09-19,ACN,181.29,185.434783,275.0,130.0,14.477950454407512,13.075300793583992,30.0,1.616667
2026-09-19,ADBE,248.92,270.719375,373.0,195.0,13.882103619430035,10.168410312921676,43.0,1.790698
2026-09-19,ADI,375.72,477.607143,675.0,405.0,44.586319836711446,29.19768156171694,35.0,1.171429
2026-09-19,ADM,85.18,85.0,95.0,77.0,23.316544399430637,15.85487226478791,13.0,1.961538
2026-09-19,ADP,271.22,289.357143,322.0,225.0,24.785020424201996,22.125453163086505,20.0,1.9
2026-09-19,ADSK,216.95,312.28125,375.0,215.0,28.103059664758153,17.227660817970445,39.0,1.217949
2026-09-19,AEE,102.23,120.857143,136.0,108.0,17.99538805470964,18.962843918339757,19.0,1.447368
2026-09-19,AEP,120.0,141.694444,153.0,128.0,20.795064637992585,18.799389521157615,25.0,1.54
2026-09-19,AES,14.83,15.0,15.0,15.0,5.542267733014425,6.4791655289170444,7.0,2.0
2026-09-19,AFL,116.33,118.533333,138.0,99.0,12.466644518984491,16.594334218136254,18.0,2.138889
2026-09-19,AIG,75.33,88.65,101.0,81.0,13.800747471786604,9.368700332549684,27.0,1.685185
2026-09-19,AIZ,282.23,330.0,355.0,320.0,13.393157972163035,12.65910789239736,10.0,1.3
2026-09-19,AJG,239.48,294.555556,388.0,265.0,39.62407756709355,18.072195962734206,27.0,1.333333
2026-09-19,AKAM,104.52,156.142857,195.0,93.0,37.704267522816636,15.563219698402312,28.0,1.446429
2026-09-19,ALAB,303.25,420.469047,500.0,310.0,149.31068439192515,75.92602839395606,24.0,1.333333
2026-09-19,ALB,110.91,174.888889,225.0,140.0,,9.662626995677476,23.0,1.413043
2026-09-19,ALGN,147.61,209.571429,240.0,170.0,25.606730852632495,13.072331857452514,20.0,1.525
2026-09-19,ALL,249.83,276.272727,334.0,224.0,4.989156178980961,7.083659226173388,29.0,1.810345
2026-09-19,ALLE,152.28,175.1,200.0,160.0,19.977697605772384,17.01435214457596,14.0,1.607143
2026-09-19,ALNY,239.56,374.248,536.0,256.0,40.44640294450353,35.89413955802082,32.0,1.3125
2026-09-19,AMAT,444.57,667.606061,900.0,515.0,38.33425309557479,34.694252461655424,40.0,1.2
2026-09-19,AMCR,41.9,49.625293,56.88639,44.0,17.574029024410706,,23.0,1.543478
2026-09-19,AMD,559.82,627.314286,1250.0,365.0,143.67252662645964,73.36699077781829,58.0,1.25
2026-09-19,AME,237.64,281.941176,316.0,245.0,34.735580436752706,28.48755239970227,23.0,1.369565
2026-09-19,AMGN,385.65,395.392857,530.0,225.0,23.956392098397316,16.71162678554188,36.0,1.763889
2026-09-19,AMP,544.33,582.9,645.0,489.0,13.130433524059479,11.712609281357949,15.0,1.7
2026-09-19,AMT,173.98,215.727273,260.0,188.0,23.921681860055823,24.961817658785808,26.0,1.153846
2026-09-19,AMZN,253.71,330.856393,405.0,230.0,20.406833647024758,19.864989168252723,69.0,1.108696
2026-09-19,ANET,199.39,248.85577,330.0,215.0,62.863358345418995,48.53472073975102,34.0,1.044118
2026-09-19,AON,295.64,386.0,435.0,264.0,16.30118934059693,15.737521729986094,26.0,1.557692
2026-09-19,AOS,56.95,69.7,84.0,59.0,15.87721988346483,15.25889208922232,16.0,1.8125
2026-09-19,APA,44.87,46.307692,62.0,37.0,9.489066531320052,7.42852507272074,32.0,1.8125
2026-09-19,APD,284.18,346.157895,373.0,314.0,,21.136458382530627,26.0,1.403846
2026-09-19,APH,77.55,100.40625,115.0,90.0,38.8274170129675,29.366034460691168,22.0,1.227273
2026-09-19,APO,125.91,154.473684,173.0,130.0,47.62463121264846,14.360805573785525,23.0,1.304348
2026-09-19,APP,308.06,499.580645,790.0,325.0,23.678344683402255,19.548592873806236,38.0,1.236842
