date,ticker,current_price,avg_target,max_target,min_target,pe_ttm,pe_fwd,analysts,rating
2026-08-13,A,148.59,160.166667,185.0,135.0,29.843941432846613,24.53014835960514,24.0,1.375
2026-08-13,AAPL,303.465,330.45027,400.0,245.0,34.787866976946795,34.4100362350557,47.0,1.542553
2026-08-13,ABBV,250.46,278.538462,300.0,230.0,70.8154263741235,17.84737155304555,32.0,1.296875
2026-08-13,ABNB,183.915,175.527778,215.0,125.0,41.8036140470508,34.846958728195425,46.0,1.565217
2026-08-13,ABT,110.715,119.375,135.0,103.0,35.786088305643545,20.07178088718305,27.0,1.259259
2026-08-13,ACGL,97.6499,111.525,134.0,95.0,7.630507997780782,10.39302601164744,23.0,1.565217
2026-08-13,ACN,178.2,175.409091,275.0,130.0,14.231180820648786,12.856371103841385,28.0,1.5
2026-08-13,ADBE,260.825,252.862069,380.0,190.0,14.918010283746762,10.68846719205064,39.0,1.820513
2026-08-13,ADI,384.79,462.571429,550.0,365.0,57.18213160554004,31.011791637575566,34.0,1.264706
2026-08-13,ADM,80.45,82.777778,95.0,77.0,22.02178911639111,15.373238144739657,12.0,2.083333
2026-08-13,ADP,270.95,288.357143,322.0,225.0,24.76034689159181,22.10440277770639,21.0,1.880952
2026-08-13,ADSK,246.645,312.966667,375.0,245.0,36.03918875478536,19.59866616712165,37.0,1.216216
2026-08-13,AEE,109.245,122.4,137.0,113.0,19.230227604780932,20.291071798391314,20.0,1.45
2026-08-13,AEP,125.09,144.65,173.0,129.0,21.677121963054102,19.646646217443408,27.0,1.555556
2026-08-13,AES,14.725,15.0,15.0,15.0,5.503027132072651,6.385258530336807,8.0,2.0
2026-08-13,AFL,121.16,119.214286,138.0,99.0,12.98425728462272,17.25047920766254,16.0,2.0625
2026-08-13,AIG,76.12,88.8,101.0,81.0,13.945478528506522,9.471228716486756,27.0,1.685185
2026-08-13,AIZ,281.78,319.0,355.0,274.0,13.371803328477128,12.995212460055793,10.0,1.3
2026-08-13,AJG,251.82,293.888889,388.0,265.0,41.665839372580166,19.000127889829134,27.0,1.37037
2026-08-13,AKAM,124.76,158.666667,195.0,93.0,45.005591428880635,18.583379285341266,28.0,1.535714
2026-08-13,ALAB,327.94,399.948186,500.0,225.0,161.46725750861643,83.00664579646286,25.0,1.44
2026-08-13,ALB,130.84,177.111111,225.0,155.0,,11.13949906820355,24.0,1.395833
2026-08-13,ALGN,173.41,209.571429,240.0,170.0,30.082400902073033,15.357579374135911,20.0,1.525
2026-08-13,ALL,258.355,275.909091,334.0,211.0,5.159402171959437,7.449962295298333,28.0,1.785714
2026-08-13,ALLE,165.58,175.1,200.0,160.0,21.72253197769761,18.498816256748107,14.0,1.607143
2026-08-13,ALNY,226.74,377.841667,536.0,230.0,38.28192270678215,33.70182284738042,31.0,1.290323
2026-08-13,AMAT,556.44,646.121212,900.0,425.0,52.282251244949734,45.0760908132069,40.0,1.225
2026-08-13,AMCR,46.446,49.018156,56.88639,41.0118,19.540578063864697,,25.0,1.56
2026-08-13,AMD,490.975,607.066667,1250.0,320.0,126.004106249198,64.69139251030536,59.0,1.262712
2026-08-13,AME,257.31,280.764706,316.0,245.0,37.61072295144269,30.994374854023132,23.0,1.391304
2026-08-13,AMGN,417.255,386.074074,452.0,230.0,25.919679463287366,18.15449114974267,35.0,1.714286
2026-08-13,AMP,567.37,577.3,645.0,489.0,13.686208859599187,12.230640339780583,15.0,1.7
2026-08-13,AMT,174.255,215.952381,260.0,188.0,23.959493462030277,25.109574751833016,25.0,1.18
2026-08-13,AMZN,266.09,330.135082,405.0,230.0,21.40260283448353,21.062868653632368,67.0,1.104478
2026-08-13,ANET,208.085,249.965607,330.0,215.0,65.60470395359101,50.67074789181345,33.0,1.060606
2026-08-13,AON,353.44,404.631579,445.0,339.0,19.48820308666141,18.52168993441737,27.0,1.518519
2026-08-13,AOS,62.35,69.7,84.0,59.0,17.382698151607237,16.696694831013918,16.0,1.78125
2026-08-13,APA,39.71,44.12,62.0,31.0,8.397834454172482,6.909479210401908,30.0,1.85
2026-08-13,APD,304.985,344.111111,365.0,314.0,,22.722182843446298,24.0,1.416667
2026-08-13,APH,168.305,200.5,230.0,175.0,42.13418450369258,31.97651553351317,22.0,1.204545
2026-08-13,APO,141.205,154.210526,173.0,130.0,53.40986458884939,16.10775202605987,23.0,1.326087
