date,ticker,current_price,avg_target,max_target,min_target,pe_ttm,pe_fwd,analysts,rating
2026-08-28,A,157.69,172.833333,190.0,155.0,31.04683900691067,25.529792988332776,25.0,1.4
2026-08-28,AAPL,314.58,333.101667,400.0,245.0,36.06204074146252,35.60892126973684,46.0,1.554348
2026-08-28,ABBV,258.15,278.923077,303.0,230.0,72.98970821081203,18.399011592125664,32.0,1.3125
2026-08-28,ABNB,184.4,178.5,217.0,125.0,41.91385384702807,34.92665686169593,46.0,1.586957
2026-08-28,ABT,111.59,120.75,135.0,103.0,36.06891201758356,20.226913377368877,27.0,1.259259
2026-08-28,ACGL,98.76,111.525,134.0,95.0,7.71725285802474,10.515653534131634,23.0,1.565217
2026-08-28,ACN,187.38,181.181818,275.0,130.0,14.964302256864029,13.518938201324678,28.0,1.5
2026-08-28,ADBE,289.15,253.896552,380.0,190.0,16.538072169252857,11.849210346329693,40.0,1.825
2026-08-28,ADI,374.52,477.689655,675.0,405.0,44.44391702662932,29.104208640154575,36.0,1.25
2026-08-28,ADM,79.1,83.777778,95.0,77.0,21.652250082119785,14.91613867747216,13.0,1.961538
2026-08-28,ADP,284.68,289.0,322.0,225.0,26.015041716546804,23.224515259219544,20.0,1.9
2026-08-28,ADSK,270.58,315.033333,375.0,255.0,39.53651480171834,21.506714747980457,37.0,1.216216
2026-08-28,AEE,106.75,121.285714,136.0,113.0,18.791036631519653,19.806164903067607,19.0,1.447368
2026-08-28,AEP,122.71,142.555556,153.0,129.0,21.26468651440058,19.23887673557135,25.0,1.54
2026-08-28,AES,14.75,15.0,15.0,15.0,5.5123701322968826,6.444213860520998,8.0,2.0
2026-08-28,AFL,116.58,118.533333,138.0,99.0,12.493436070000964,16.62999641666229,18.0,2.138889
2026-08-28,AIG,76.63,88.7,101.0,81.0,14.038912501832037,9.532401082834985,27.0,1.685185
2026-08-28,AIZ,285.41,322.333333,355.0,274.0,13.544064120876774,12.954091020950852,10.0,1.3
2026-08-28,AJG,260.15,295.0,388.0,265.0,43.044111320692274,19.631849432657283,27.0,1.351852
2026-08-28,AKAM,111.24,158.6,195.0,93.0,40.12842249558096,16.554256262387046,27.0,1.5
2026-08-28,ALAB,304.09,420.469047,500.0,310.0,149.72427375677003,76.13634286667138,23.0,1.326087
2026-08-28,ALB,135.77,176.0,225.0,140.0,,11.807158841202629,24.0,1.395833
2026-08-28,ALGN,158.84,209.571429,240.0,170.0,27.55486165322231,14.06685991625064,20.0,1.525
2026-08-28,ALL,257.62,276.272727,334.0,224.0,5.144724071685046,7.32916428437533,29.0,1.793103
2026-08-28,ALLE,159.72,175.1,200.0,160.0,20.953755329616268,17.84562860869236,14.0,1.607143
2026-08-28,ALNY,236.56,373.048,536.0,230.0,39.939894308531294,36.350527509832126,32.0,1.296875
