date,ticker,current_price,avg_target,max_target,min_target,pe_ttm,pe_fwd,analysts,rating
2026-08-19,A,153.18,160.166667,185.0,135.0,30.76583181023921,25.287893705661993,24.0,1.375
2026-08-19,AAPL,315.055,334.234054,400.0,245.0,36.11649261174097,35.650005669058686,47.0,1.531915
2026-08-19,ABBV,262.39,278.730769,300.0,230.0,74.1885320063334,18.696431417785757,32.0,1.296875
2026-08-19,ABNB,187.27,175.527778,215.0,125.0,42.56620070462553,35.46812546780728,45.0,1.6
2026-08-19,ABT,114.94,119.916667,135.0,103.0,37.151722800439586,20.837741003231898,27.0,1.259259
2026-08-19,ACGL,98.975,111.525,134.0,95.0,7.734053276863088,10.537433039789923,23.0,1.565217
2026-08-19,ACN,184.08,175.409091,275.0,130.0,14.700761871296459,13.280588062823357,28.0,1.5
2026-08-19,ADBE,272.625,253.896552,380.0,190.0,15.59291691213059,11.17202479912894,40.0,1.825
2026-08-19,ADI,376.555,462.571429,550.0,365.0,55.958360577780425,30.318779760802457,34.0,1.264706
2026-08-19,ADM,81.89,82.777778,95.0,77.0,22.41596408628052,15.648408597547924,13.0,2.038462
2026-08-19,ADP,277.91,288.642857,322.0,225.0,25.39637573220993,22.672207329589902,21.0,1.880952
2026-08-19,ADSK,253.165,312.966667,375.0,245.0,36.99187585844122,20.124562188525967,37.0,1.216216
2026-08-19,AEE,109.5,121.571429,136.0,113.0,19.275114858561142,20.31388005683434,19.0,1.447368
2026-08-19,AEP,125.83,144.789474,173.0,129.0,21.80535819498839,19.72968002106088,25.0,1.52
2026-08-19,AES,14.7309,15.0,15.0,15.0,5.50523208012557,6.435869149691443,8.0,2.0
2026-08-19,AFL,116.795,118.214286,138.0,99.0,12.516476803875129,16.632159628859114,17.0,2.176471
2026-08-19,AIG,75.91,88.7,101.0,81.0,13.90700571596072,9.449138032226651,27.0,1.685185
2026-08-19,AIZ,280.105,322.333333,355.0,274.0,13.292316599201811,12.713309503603371,10.0,1.3
2026-08-19,AJG,257.61,295.0,388.0,265.0,42.62384592474933,19.451028123614943,27.0,1.351852
2026-08-19,AKAM,112.92,158.666667,195.0,93.0,40.73446123877205,16.8202014015047,27.0,1.555556
2026-08-19,ALAB,284.3,413.445595,500.0,280.0,139.98030526834071,71.96069219959259,24.0,1.395833
2026-08-19,ALB,134.975,177.111111,225.0,155.0,,11.623637177519958,24.0,1.395833
2026-08-19,ALGN,164.02,209.571429,240.0,170.0,28.453465174776653,14.52597986820698,20.0,1.55
2026-08-19,ALL,260.68,275.909091,334.0,211.0,5.205832897317203,7.483489057062294,29.0,1.758621
2026-08-19,ALLE,163.105,175.1,200.0,160.0,21.39783535585438,18.22230598838567,14.0,1.607143
2026-08-19,ALNY,237.48,373.048,536.0,230.0,40.09522362356278,36.49189750183858,32.0,1.28125
2026-08-19,AMAT,493.13,662.909091,900.0,425.0,42.53027219098217,38.48757331296189,40.0,1.225
2026-08-19,AMCR,47.11,49.032211,56.0,41.0118,19.759248385202586,,25.0,1.62
2026-08-19,AMD,467.38,623.093617,1250.0,365.0,119.94867188502502,61.14580418349916,56.0,1.276786
2026-08-19,AME,243.86,281.058824,316.0,245.0,35.644751074341514,29.342626970092805,23.0,1.391304
2026-08-19,AMGN,436.97,390.148148,452.0,230.0,27.14436575972171,18.95200286112485,35.0,1.728571
